fault,victim,t0_s,cli_ms,heal_after_ms,partition,role,leader_moved_ms,new_leader,first_ack_ms,max_gap_ms
kill,1,9.862,390,12090,0,follower,,-1,20,63
kill,1,9.862,390,12090,1,leader,3493,2,3565,3950
kill,2,44.644,391,11545,0,leader,5044,0,5920,6298
kill,2,44.644,391,11545,1,leader,5494,1,5919,6297
